NAME,LAT,LON
AER,43.449902,39.9566
ASF,46.28329849,48.00630188
CEK,55.305801,61.5033
DME,55.40879822,37.90629959
EGO,50.64379883,36.59009933
GYD,40.46749878,50.04669952
KGD,54.88999939,20.59259987
KZN,55.60620117,49.27870178
LED,59.8003006,30.26250076
MRV,44.22510147,43.08190155
NBC,55.56470108,52.09249878
NJC,60.94929886,76.4835968
NUX,66.06939697,76.52030182
OVB,55.01259995,82.65070343
SVX,56.74309921,60.80270004
TGK,47.1983333,38.8491667
UUA,54.63999939,52.80170059
BTK,56.37060165,101.697998
HTA,52.026299,113.306
IKT,52.26800156,104.3889999
MJZ,62.53469849,114.0390015
ODO,57.86610031,114.2429962
UKX,56.8567009,105.7300034
ULK,60.72060013,114.8259964
YKS,62.09329987,129.7709961
AYP,-13.15480042,-74.20439911
CUZ,-13.53569984,-71.938797
HUU,-9.878809929,-76.20480347
IQT,-3.784739971,-73.30879974
LIM,-12.0219,-77.114305
PCL,-8.377940178,-74.57430267
PEM,-12.61359978,-69.22859955
TPP,-6.508739948,-76.37319946
ABJ,5.261390209,-3.926290035
ACC,5.6051898,-0.166786
BKO,12.5335,-7.94994
BOY,11.16009998,-4.33096981
COO,6.357230186,2.384350061
DKR,14.73970032,-17.49020004
LFW,6.165609837,1.254510045
NIM,13.4815,2.18361
OUA,12.3532,-1.51242
BOG,4.70159,-74.1469
CLO,3.54322,-76.3816
GYE,-2.15741992,-79.88359833
OCC,-0.462886006,-76.98680115
SCY,-0.910206,-89.617401
UIO,-0.129166667,-78.3575
BDS,40.6576,17.947001
BOD,44.82830048,-0.715556026
BRS,51.382702,-2.71909
GVA,46.23809814,6.108950138
LCA,34.87509918,33.62490082
LPA,27.93190002,-15.38659954
RMF,25.5571003,34.58369827
TFS,28.04450035,-16.57250023
ZRH,47.464699,8.54917
AJR,65.59030151,19.28190041
ARN,59.65190125,17.91860008
GEV,67.13240051,20.81459999
HAD,56.69110107,12.82019997
HMV,65.80609894,15.08279991
JKG,57.75759888,14.06869984
KOK,63.72119904,23.14310074
KRF,63.04859924,17.76889992
KSD,59.44469833,13.33740044
LYC,64.5483017,18.71619987
MHQ,60.12220001,19.89819908
OER,63.40829849,18.98999977
OSL,60.121,11.0502
POR,61.46170044,21.79999924
TKU,60.51409912,22.26280022
TRF,59.18669891,10.25860024
VBY,57.66279984,18.34620094
VHM,64.57910156,16.83359909
VXO,56.92910004,14.72799969
ADQ,57.75,-152.4940033
AOS,57.471389,-153.815278
KKB,58.190833,-152.370556
KLN,57.53509903,-153.9779968
KOZ,57.922876,-152.500511
SYB,58.166667,-152.5
BSO,20.4513,121.980003
BXU,8.9515,125.4788
CBO,7.165239811,124.2099991
CGY,8.612203,124.456496
CRM,12.5024004,124.6360016
DGT,9.333709717,123.3000031
DWC,24.896356,55.161389
GES,6.058000088,125.0960007
KLO,11.67940044,122.3759995
LGP,13.1575,123.735
MNL,14.5086,121.019997
MPH,11.9245,121.954002
OZC,8.178509712,123.8420029
PPS,9.742119789,118.7590027
RXS,11.59770012,122.7519989
SUG,9.755838326,125.4809475
TUG,17.64336768,121.7331505
ZAM,6.922420025,122.0599976
AUX,-7.22787,-48.240501
BRA,-12.07890034,-45.00899887
BSB,-15.86916733,-47.92083359
CAC,-25.00029945,-53.50080109
CGB,-15.65289974,-56.11669922
CGR,-20.46870041,-54.67250061
DOU,-22.2019,-54.926601
GIG,-22.80999947,-43.25055695
GRU,-23.43555641,-46.47305679
GYN,-16.63199997,-49.22069931
OPS,-11.88500023,-55.58610916
PLU,-19.8512001,-43.95059967
PMW,-10.29150009,-48.35699844
RAO,-21.13638878,-47.77666855
SJP,-20.8166008,-49.40650177
SSA,-12.9086113,-38.32249832
UBA,-19.76472282,-47.96611023
UDI,-18.883612,-48.225277
VDC,-14.86279964,-40.86309814
BRL,40.78319931,-91.12550354
DEC,39.83459854,-88.86569977
JBR,35.83169937,-90.64640045
ORD,41.9786,-87.9048
STL,38.748697,-90.370003
CGA,55.478889,-133.147778
HYL,55.481667,-132.646111
KTB,55.688056,-132.536667
KTN,55.35559845,-131.7140045
MTM,55.131001,-131.578003
BCN,41.2971,2.07846
BJL,13.3380003,-16.6522007
CKY,9.57689,-13.612
DLA,4.006080151,9.719479561
FNA,8.61644,-13.1955
LGW,51.148102,-0.190278
LOS,6.577370167,3.321160078
OXB,11.89480019,-15.65369987
ROB,6.23379,-10.3623
AKV,60.8185997,-78.14859772
XGR,58.71139908,-65.99279785
YGL,53.62530136,-77.70420074
YGW,55.2818985,-77.76529694
YIK,62.41730118,-77.9253006
YKG,60.02719879,-69.99919891
YKL,54.80530167,-66.80529785
YPH,58.47190094,-78.07689667
YPJ,59.29669952,-69.59970093
YPX,60.05059814,-77.28690338
YQB,46.7911,-71.393303
YQC,61.04639816,-69.61779785
YSK,56.53779984,-79.24669647
YTQ,58.6678009,-69.95580292
YUD,56.53609848,-76.51830292
YUL,45.47060013,-73.74079895
YUY,48.20610046,-78.83560181
YVP,58.09609985,-68.42690277
YWB,61.58860016,-71.92939758
YWK,52.9219017,-66.86440277
YZG,62.1794014,-75.66719818
YZV,50.22330093,-66.26560211
JIB,11.54730034,43.15950012
MGQ,2.01444006,45.30469894
NBO,-1.319239974,36.92779922
BKK,13.68109989,100.7470016
DRW,-12.41469955,130.8769989
HAK,19.93490028,110.4589996
HGH,30.22949982,120.4339981
HKG,22.308901,113.915001
HKT,8.1132,98.316902
KIX,34.4272995,135.2440033
KUL,2.745579958,101.7099991
PEN,5.297140121,100.2770004
PER,-31.94029999,115.9670029
PNH,11.54660034,104.8440018
REP,13.41069984,103.8130035
RGN,16.90730095,96.1332016
SGN,10.81879997,106.6520004
SIN,1.35019,103.994003
SWA,23.552,116.5033
TPE,25.0777,121.233002
ACH,47.48500061,9.560770035
DRS,51.13280106,13.76720047
DUS,51.289501,6.76678
EBA,42.7603,10.2394
FDH,47.67129898,9.511489868
FMM,47.98880005,10.23950005
GRZ,46.99110031,15.43959999
HAM,53.63040161,9.988229752
MUC,48.353802,11.7861
NAP,40.886002,14.2908
OLB,40.898701,9.51763
SZG,47.79330063,13.00430012
TXL,52.5597,13.2877
ZAD,44.108299,15.3467
ATL,33.6367,-84.428101
BIM,25.69989967,-79.26470184
ELH,25.47489929,-76.6835022
EYW,24.55610085,-81.75959778
FLL,26.072599,-80.152702
FPO,26.55870056,-78.69560242
GGT,23.56259918,-75.87799835
GHB,25.28470039,-76.33100128
GLH,33.48289871,-90.98560333
GNV,29.69009972,-82.27179718
JAX,30.49410057,-81.68789673
LWB,37.85829926,-80.39949799
MCN,32.69279861,-83.64920044
MCO,28.42939949,-81.30899811
MEI,32.33259964,-88.75189972
MHH,26.5114,-77.083503
MSL,34.74530029,-87.61019897
PBI,26.68320084,-80.09559631
PIB,31.46710014,-89.33709717
PNS,30.47340012,-87.18659973
RSW,26.53619957,-81.75520325
TCB,26.74530029,-77.39129639
TLH,30.39649963,-84.35030365
TPA,27.97550011,-82.53320313
TUP,34.26810074,-88.76989746
AMS,52.308601,4.76389
BGY,45.673901,9.70417
BLQ,44.5354,11.2887
BRU,50.90140152,4.48443985
CGN,50.86589813,7.142739773
CMN,33.36750031,-7.589970112
CUF,44.547001,7.62322
FEZ,33.9272995,-4.97796011
LYS,45.725556,5.081111
MPL,43.57619858,3.963010073
NDR,34.98880005,-3.028209925
PMI,39.55170059,2.738810062
SAW,40.89860153,29.30920029
TLS,43.629101,1.36382
TNG,35.72689819,-5.916890144
TSF,45.648399,12.1944
AUA,12.5014,-70.015198
BON,12.13099957,-68.26850128
CUR,12.1889,-68.959801
LSP,11.78077507,-70.15149689
MAR,10.55820847,-71.7278595
BHK,39.77500153,64.48329926
FEG,40.35879898,71.74500275
KSQ,38.83359909,65.92150116
NMA,40.98460007,71.55670166
NVI,40.11719894,65.17079926
SKD,39.70050049,66.9838028
TIV,42.40470123,18.72330093
ANU,17.1367,-61.792702
CAY,4.819809914,-52.36040115
DOM,15.547,-61.299999
FDF,14.5909996,-61.00320053
PTP,16.265301,-61.531799
SBH,17.90439987,-62.84360123
SDQ,18.42970085,-69.66889954
SFG,18.09989929,-63.04719925
SLU,14.0202,-60.992901
SXM,18.04100037,-63.10889816
BHY,21.5394,109.293999
CAN,23.39240074,113.2990036
CGO,34.5196991,113.8410034
CGQ,43.99620056,125.6849976
CKG,29.71920013,106.6419983
CSX,28.18919945,113.2200012
CTU,30.57850075,103.9469986
CZX,31.919701,119.778999
DAT,40.060299,113.482002
DCY,29.323056,100.053333
DLC,38.96569824,121.5390015
DNH,40.16109848,94.80919647
DSN,39.49,109.8613889
DYG,29.1028,110.443001
FOC,25.93510056,119.663002
GXH,34.8105,102.6447
HDG,36.52583333,114.4255556
HET,40.851398,111.823997
HFE,31.78000069,117.2979965
HRB,45.62340164,126.25
ICN,37.46910095,126.4509964
INC,#N/A,#N/A
JGN,39.856899,98.3414
JHG,21.97389984,100.7600021
JIQ,29.51333333,108.8311111
JJN,24.7964,118.589996
JZH,32.85333333,103.6822222
KHG,39.54290009,76.01999664
KHN,28.86499977,115.9000015
KMG,25.1019444,102.9291667
KOW,25.853333,114.778889
KWE,26.53849983,106.8010025
KWL,25.21809959,110.0390015
LHW,36.51520157,103.6200027
LJG,26.68000031,100.2460022
LUM,24.4011,98.5317
LXA,29.29780006,90.91190338
LYI,35.04610062,118.4120026
LZY,29.30330086,94.33529663
MEL,-37.673302,144.843002
MIG,31.42810059,104.7409973
NGB,29.82670021,121.461998
NKG,31.74200058,118.8619995
NNG,22.60829926,108.1719971
NTG,32.0708,120.976
NZH,49.566667,117.33
PEK,40.08010101,116.5849991
PVG,31.14340019,121.8050003
PZI,26.54,101.79852
SHE,41.63980103,123.4830017
SJW,38.28070068,114.6969986
SPN,15.119,145.729004
SYD,-33.94609833,151.177002
SYX,18.30290031,109.4120026
SZX,22.63929939,113.810997
TAO,36.26610184,120.3740005
TNA,36.85720062,117.2160034
TSA,25.06940079,121.552002
TSN,39.12440109,117.3460007
TVS,39.717444,118.002389
TYN,37.74689865,112.6279984
URC,43.90710068,87.47419739
UYN,38.35971,109.590927
WNZ,27.912201,120.851997
WUH,30.7838,114.208
WUX,31.49440002,120.4290009
WXN,30.8017,108.433
XIC,27.9890995,102.1839981
XIY,34.447102,108.751999
XMN,24.54400063,118.1279984
XNN,36.5275,102.042999
XUZ,34.059056,117.555278
YBP,28.80055556,104.545
YIH,30.55655,111.479988
YTY,32.5634,119.7198
YVR,49.19390106,-123.1839981
ZHA,21.214399,110.358002
ZHY,37.573125,105.154454
ZUH,22.006399,113.375999
LAS,36.08010101,-115.1520004
LAX,33.94250107,-118.4079971
CAI,30.12190056,31.40559959
TLV,32.01139832,34.88669968
MCG,62.95289993,-155.6060028
NIB,63.0186,-154.358002
TCT,62.971944,-156.082778
TLJ,62.89440155,-155.977005
EYK,63.686901,66.698601
NCU,42.48839951,59.62329865
NYM,65.48090363,72.69889832
OVS,61.32662201,63.60191345
TJM,57.1896019,65.32430267
UCT,63.56689835,53.80469894
UFA,54.55749893,55.87440109
VKO,55.59149933,37.26150131
BZL,22.8010006,90.30120087
CCU,22.65469933,88.44670105
CGP,22.24959946,91.81330109
CXB,21.45219994,91.96389771
DAC,23.843347,90.397783
DXB,25.25279999,55.36439896
JED,21.6796,39.156502
JSR,23.18379974,89.16079712
KTM,27.6966,85.3591
MCT,23.59329987,58.28440094
RJH,24.43720055,88.61650085
SPD,25.75919914,88.9088974
ZYL,24.96319962,91.8667984
YGZ,76.42610168,-82.90920258
YRB,74.71690369,-94.9693985
DFW,32.896801,-97.038002
EZE,-34.8222,-58.5358
JFK,40.63980103,-73.77890015
MIA,25.79319954,-80.29060364
PUJ,18.56739998,-68.36340332
YEG,53.30970001,-113.5800018
YLW,49.95610046,-119.3779984
YOW,45.32249832,-75.66919708
YXY,60.70959854,-135.0670013
YYC,51.11389923,-114.0199966
YZF,62.46279907,-114.4400024
ACA,16.75709915,-99.7539978
AGU,21.705601,-102.318001
CEN,27.39259911,-109.8330002
CJS,31.63610077,-106.4290009
CME,18.65369987,-91.7990036
CPE,19.81679916,-90.50029755
CTM,18.50469971,-88.32679749
CUL,24.76449966,-107.4749985
CUN,21.03650093,-86.87709808
CUU,28.70289993,-105.9649963
CZM,20.5223999,-86.92559814
GDL,20.52179909,-103.310997
GUA,14.5833,-90.527496
HAV,22.98920059,-82.40910339
HMO,29.09589958,-111.0479965
HUX,15.7753,-96.262604
LAP,24.0727005,-110.3619995
MEX,19.4363,-99.072098
MID,20.93700027,-89.65769959
MTT,18.10339928,-94.58070374
MTY,25.7784996,-100.1070023
MZT,23.16139984,-106.2659988
OAX,16.99990082,-96.72660065
PVR,20.68009949,-105.2539978
REX,26.0089,-98.2285
SAT,29.53370094,-98.46980286
SJD,23.15180016,-109.7210007
SJO,9.993860245,-84.20880127
SNA,33.67570114,-117.8679962
TAM,22.29640007,-97.86589813
TGZ,16.56360054,-93.02249908
TIJ,32.54109955,-116.9700012
TLC,19.33709908,-99.56600189
TRC,25.56830025,-103.4110031
VER,19.14590073,-96.18730164
VSA,17.99699974,-92.81739807
ZCL,22.89710045,-102.6869965
ZIH,17.60160065,-101.4609985
ZLO,19.14480019,-104.5589981
DEL,28.5665,77.103104
HEA,34.20999908,62.22829819
ISB,33.560713,72.851613
KBL,34.565899,69.212303
MZR,36.70690155,67.20970154
AYT,36.898701,30.800501
BSL,47.59,7.5291667
HRG,27.17830086,33.79940033
PRN,42.5728,21.035801
SKP,41.961601,21.621401
AGP,36.67490005,-4.499110222
ALG,36.69100189,3.215409994
AOI,43.616299,13.3623
ATH,37.93640137,23.94449997
BEG,44.81840134,20.3090992
BGO,60.29339981,5.218140125
BHX,52.45389938,-1.748029947
BIA,42.55270004,9.483730316
BIO,43.30110168,-2.910609961
BRE,53.04750061,8.786669731
BRI,41.138901,16.760599
BUD,47.42976,19.261093
CAG,39.251499,9.05428
CDG,49.012798,2.55
CFU,39.60189819,19.9116993
CLY,42.5244444,8.7930556
CTA,37.466801,15.0664
CWL,51.39670181,-3.343329906
DBV,42.56140137,18.26819992
DTM,51.5182991,7.612239838
DUB,53.421299,-6.27007
EDI,55.95000076,-3.372499943
FAO,37.01440048,-7.965909958
FCO,41.8002778,12.2388889
FKB,48.77939987,8.080499649
FRA,50.033333,8.570556
HAJ,52.46110153,9.685079575
HDF,53.87870026,14.15229988
HEL,60.31719971,24.9633007
HER,35.33969879,25.18029976
IBZ,38.8728981,1.37311995
JMK,37.43510056,25.34810066
JTR,36.39920044,25.47929955
KGS,36.79330063,27.0916996
KLU,46.642502,14.3377
KRK,50.077702,19.7848
KTW,50.4743,19.08
KVA,40.91329956,24.61919975
LEJ,51.423889,12.236389
LHR,51.4706,-0.461941
LIN,45.445099,9.27674
LIS,38.7813,-9.13592
MAD,40.471926,-3.56264
MAN,53.35369873,-2.274950027
MXP,45.6306,8.72811
NCE,43.65840149,7.215869904
NQY,50.44060135,-4.995409966
NUE,49.498699,11.078056
PMO,38.175999,13.091
POZ,52.42100143,16.82629967
PRG,50.1008,14.26
PSA,43.683899,10.3927
PUY,44.89350128,13.9222002
RAK,31.60689926,-8.036299706
RHO,36.40539932,28.08620071
RJK,45.21689987,14.5703001
RLG,53.91820145,12.27830029
SJJ,43.82460022,18.3314991
SKG,40.5196991,22.97089958
SPU,43.53889847,16.29800034
STN,51.88499832,0.234999999
STR,48.68989944,9.221960068
SUF,38.905399,16.2423
TRN,45.200802,7.64963
TUN,36.85100174,10.22719955
VCE,45.505299,12.3519
VIE,48.11029816,16.56970024
VRN,45.395699,10.8885
WAW,52.16569901,20.96710014
WRO,51.10269928,16.88579941
XRY,36.74459839,-6.060110092
ZAG,45.74290085,16.06879997
AKP,68.13359833,-151.7429962
BTT,66.91390228,-151.529007
CEM,65.57379913,-144.7830048
CIK,66.64499664,-143.7400055
CXF,67.251389,-150.176111
FAI,64.81510162,-147.8560028
FYU,66.57150269,-145.25
IRC,65.830498,-144.076008
MLY,64.99759674,-150.6439972
MNT,65.143611,-149.37
RMP,65.507778,-150.140833
SVS,66.016944,-149.054444
TAL,65.179556,-152.075833
WBQ,66.36219788,-147.4069977
AKI,60.9029007,-161.2310028
ATT,30.31666,-97.7666
BET,60.77980042,-161.8379974
CYF,60.14920044,-164.2859955
EEK,60.21367264,-162.0438843
GNU,59.1175,-161.5775
KKH,59.96080017,-162.8809967
KKI,60.906111,-161.426944
KPN,59.93299866,-164.0310059
KUK,60.87440109,-162.5240021
KWK,59.876499,-163.169005
KWN,59.7551,-161.845
KWT,60.79029846,-161.4440002
MLL,61.86429977,-162.026001
NME,60.47100067,-164.701004
NUP,60.905833,-162.439167
OOK,60.54140091,-165.0870056
PKA,60.70289993,-161.7779999
PQS,61.934444,-162.899444
PTU,59.01139832,-161.8200073
TLT,61.096944,-160.969444
TNK,60.575556,-165.271667
WNA,60.69029999,-161.9790039
WTL,60.335278,-162.666944
WWT,60.939167,-164.641111
BOC,9.340849876,-82.25080109
DRK,8.71889019,-83.64170074
FON,10.478,-84.634499
GLF,8.654009819,-83.18219757
LIR,10.5933,-85.544403
MGA,12.14150047,-86.16819763
NOB,9.976490021,-85.65299988
PJM,8.533329964,-83.30000305
PMZ,8.951029778,-83.46859741
SYQ,9.957050323,-84.13980103
TMU,9.73852,-85.013802
TNO,#N/A,#N/A
TTQ,10.42,-83.6095
XQP,9.443160057,-84.12979889
KMS,6.714560032,-1.590819955
EDL,0.404457986,35.23889923
JUB,4.872010231,31.60110092
KIS,-0.086139001,34.72890091
LAU,-2.252419949,40.9131012
LOK,3.121969938,35.6086998
MBA,-4.034830093,39.59420013
MYD,-3.229310036,40.10169983
ZNZ,-6.22202,39.224899
BCD,10.7764,123.014999
BKI,5.937210083,116.0510025
BWN,4.944200039,114.9280014
CEB,10.30749989,123.9789963
CGK,-6.12556982,106.6559982
CGM,9.253520012,124.7070007
CRK,15.186,120.559998
CYZ,16.92989922,121.7529984
DPL,8.601983499,123.3418751
DPS,-8.748169899,115.1669998
DVO,7.125520229,125.6460037
HAN,21.22120094,105.8069992
IAO,9.8591,126.014
ILO,10.833017,122.493358
LAO,18.17810059,120.5319977
MFM,22.149599,113.592003
NGO,34.85839844,136.8049927
NRT,35.76470184,140.3860016
PAG,7.830731448,123.4611797
PUS,35.17950058,128.9380035
SJI,12.36149979,121.0469971
TAC,11.228035,125.027761
TAG,9.665442,123.853533
USU,12.12150002,120.0999985
VRC,13.5763998,124.2060013
WNP,13.5848999,123.2699966
NEV,17.20569992,-62.58990097
ARH,64.60030365,40.71670151
CSH,65.02999878,35.73333359
MMK,68.78170013,32.75080109
NNM,67.63999939,53.12189865
SCW,61.64699936,50.8451004
SVO,55.972599,37.4146
TOS,69.6832962,18.91889954
USK,66.00469971,57.36719894
ANF,-23.444501,-70.445099
CCP,-36.772701,-73.063103
IQQ,-20.53520012,-70.1812973
SCL,-33.39300156,-70.78579712
AEP,-34.5592,-58.4156
ASU,-25.23999977,-57.52000046
CWB,-25.5284996,-49.17580032
MVD,-34.838402,-56.0308
PDP,-34.85509872,-55.09429932
POA,-29.99440002,-51.17139816
YBK,64.29889679,-96.07779694
YCB,69.10810089,-105.1380005
YCO,67.816704,-115.143997
YCS,63.34690094,-90.73110199
YCY,70.48609924,-68.51670074
YEK,61.09420013,-94.07080078
YEV,68.30419922,-133.4830017
YFB,63.756402,-68.555801
YGT,69.36470032,-81.81610107
YHK,68.63559723,-95.84970093
YIO,72.6832962,-77.96669769
YRT,62.81140137,-92.11579895
YTE,64.23000336,-76.52670288
YTH,55.80110168,-97.86419678
YUX,68.77610016,-81.2425
YVM,67.54579926,-64.03140259
YVQ,65.28160095,-126.7979965
YWG,49.90999985,-97.23989868
YXN,62.24000168,-92.59809875
YXP,66.14499664,-65.71360016
YYH,69.54669952,-93.5766983
YYQ,58.73920059,-94.06500244
YZS,64.19329834,-83.35939789
BZE,17.53910065,-88.30819702
FRS,16.91379929,-89.86640167
RTB,16.316799,-86.523003
SAP,15.4526,-87.923599
TGU,14.06089973,-87.21720123
CPT,-33.96480179,18.60169983
ELL,-23.666667,27.75
JNB,-26.1392,28.246
MGH,-30.85740089,30.34300041
AMD,23.07719994,72.63469696
BBI,20.24440002,85.81780243
BDQ,22.336201,73.226303
BLR,13.1979,77.706299
BOM,19.08869934,72.86789703
CJB,11.02999973,77.04340363
COK,10.152,76.401901
DIB,27.48390007,95.01689911
GAU,26.10610008,91.58589935
GOI,15.38080025,73.83139801
IDR,22.72179985,75.80110168
IMF,24.76000023,93.896698
IXA,23.88699913,91.24040222
IXB,26.68120003,88.32859802
IXC,30.67350006,76.78849792
IXJ,32.68909836,74.83740234
IXR,23.31430054,85.32170105
JAI,26.8242,75.812202
LKO,26.76059914,80.88929749
MAA,12.99000549,80.16929626
NAG,21.09219933,79.04720306
PAT,25.59129906,85.08799744
PNQ,18.58209991,73.91970062
RPR,21.180401,81.7388
SXR,33.98709869,74.77420044
TRV,8.48211956,76.92009735
VNS,25.45240021,82.85929871
VTZ,17.72120094,83.22450256
ETH,29.56130028,34.96009827
SDV,32.11470032,34.78219986
SXF,52.380001,13.5225
TBS,41.6692009,44.95470047
CPH,55.61790085,12.65600014
